,file_name,WasThereText?,IsThereGrey,SentenceWithGrey,IsThereUnpublished,SentenceWithUnpublished,IsThereNonTraditional,IsThereNonTraditionalLIT,GIST,
353,2018.0_Gender and risk assessment in juvenile offenders: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
354,"2021.0_Blumgart anastomosis after pancreaticoduodenectomy. A comprehensive systematic review, meta-analysis, and meta-regression.pdf",NO,NA,NA,NA,NA,NA,NA,3,
355,2021.0_Trial sequential analysis: novel approach for meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
356,2021.0_The Dark Triad and BIS-BAS: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
357,2021.0_Prevalence and risk factors for mental health problems in university undergraduate students: A systematic review with meta-analysis.pdf,YES,YES,"searched, such as PROSPERO and White Rose Online, a repository that gives free access to 
theses awarded by th e Universities of Leeds, Sheffield and York . Reference lists were hand -
searched and grey literature , including Google Scholar, theses and dissertations and 
government reports and briefing papers, were taken into considerati on where accessible.  
Inclusion cr iteria  
Articles meeting the following inclusion criteria were considered el igible: (1) the ",NO,NA,NO,NO,3,
358,2022.0_The effectiveness of plaza dancing on psychological well-being and ill-being: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
359,2019.0_Experimental effects of mindfulness inductions on self-regulation: Systematic review and meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
360,2021.0_Comorbidities of primary headache disorders: a literature review with meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
361,nan_Service Quality and Consumer Loyalty: A Meta Analysis Study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
362,2022.0_Physical exercise interventions for perinatal depression symptoms in women: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
363,2022.0_Mapping cognitive deficits in cancer patients after chemotherapy: An Activation Likelihood Estimation meta-analysis of task-related fMRI studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
364,2018.0_Towards a theory of functional magnetic resonance spectroscopy (fMRS): a meta?analysis and discussion of using MRS to measure changes in neurotransmitters in .pdf,YES,NO,NA,NO,NA,NO,NO,3,
365,2022.0_The relationship between mathematics anxiety and mathematics achievement: Meta analysis study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
366,2021.0_Is e-cigarette use in non-smoking young adults associated with later smoking? A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
367,2020.0_Efficacy and cultural adaptations of narrative exposure therapy for trauma-related outcomes in refugees-asylum-seekers: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
368,2022.0_How do explicit and implicit evaluations shift? A preregistered meta-analysis of the effects of co-occurrence and relational information..pdf,YES,NO,NA,NO,NA,NO,NO,3,
369,2022.0_Evaluation of the transient hypofrontality theory in the context of exercise: A systematic review with meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
370,2019.0_Empathy impairment in individuals with autism spectrum conditions from a multidimensional perspective: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
371,2020.0_The effect of cooperative learning in education: A meta-analysis study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
372,"2019.0_The prevalence of major mental illness, substance misuse and homelessness in Irish prisoners: systematic review and meta-analyses.pdf",YES,NO,NA,NO,NA,NO,NO,3,
373,2018.0_A meta-analysis on Co-Rumination.pdf,YES,NO,NA,NO,NA,NO,NO,3,
374,"2022.0_Meaning in life, meaning-making and posttraumatic growth in cancer patients: Systematic review and meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
375,2020.0_ÂWe just did not get onÂ. Young adults' experiences of unsuccessful psychodynamic psychotherapyÂA lack of meta-communication and mentalization?.pdf,NO,NA,NA,NA,NA,NA,NA,3,
376,2021.0_Influencing climate change attitudes in the United States: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
377,2021.0_Systematic review and meta-analysis of the role of personality disorder in randomised controlled trials of pharmacological interventions for adults with mood disorders.pdf,YES,NO,NA,NO,NA,NO,NO,3,
378,"2021.0_TAVR in cancer patients: comprehensive review, meta-analysis, and meta-regression.pdf",NO,NA,NA,NA,NA,NA,NA,3,
379,2021.0_Conducting proportional meta-analysis in different types of systematic reviews: a guide for synthesisers of evidence.pdf,NO,NA,NA,NA,NA,NA,NA,3,
380,2021.0_Factors associated with hypertension in Pakistan: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
381,2023.0_The association between working memory and mathematical problem solving: A three-level meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
382,2022.0_Obsessive compulsive disorder and response inhibition: Meta-analysis of the stop-signal task..pdf,YES,NO,NA,NO,NA,NO,NO,3,
383,2021.0_A meta-analysis on children's trust in social robots.pdf,NO,NA,NA,NA,NA,NA,NA,3,
384,2019.0_Meta-KANSEI modeling with valence-arousal fMRI dataset of brain.pdf,YES,NO,NA,NO,NA,NO,NO,3,
385,2021.0_Cognitive behavioral therapy for hoarding disorder: An updated meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
386,2022.0_Meta-Analysis: The Effect of Lactation Education by Midwives on Exclusive Breastfeeding Behavior in Mothers and Pregnant Women.pdf,YES,NO,NA,NO,NA,NO,NO,3,
387,"2021.0_Discrimination, Life Stress, and Mental Health Among Muslims: A Preregistered Systematic Review and Meta-Analysis.pdf",YES,NO,NA,NO,NA,NO,NO,3,
388,2020.0_Network meta-analysis results.pdf,NO,NA,NA,NA,NA,NA,NA,3,
389,2018.0_The efficacy of attentional distraction and sensory monitoring in chronic pain patients: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
390,2019.0_Chronometry and meta-reasoning in a modified Cognitive Reflection Test.pdf,YES,NO,NA,NO,NA,NO,NO,3,
391,2019.0_Meta-percepción social en primer curso de educación primaria. Diferencias de género.pdf,YES,NO,NA,NO,NA,NO,NO,3,
392,2019.0_Â change techniques associated with changes in postintervention and maintained changes in self-efficacy for physical activity: A systematic review with meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
393,2021.0_Efficacy of psychological interventions on psychological outcomes in coronary artery disease: systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
394,2021.0_Migration and dementia: a meta-analysis of epidemiological studies in Europe.pdf,YES,NO,NA,NO,NA,NO,NO,3,
395,"2021.0_Prevalence of depression, anxiety, and apathy symptoms across dementia stages: A systematic review and meta?analysis.pdf",YES,NO,NA,NO,NA,NO,NO,3,
396,2019.0_Avoidance in nonepileptic attack disorder: a systematic review and meta-analyses.pdf,YES,NO,NA,NO,NA,NO,NO,3,
397,2021.0_Does resilience help in reducing burnout symptoms among Chinese students? A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
398,"2018.0_The incidence of very late-onset psychotic disorders: a systematic review and meta-analysis, 19602016.pdf",YES,NO,NA,NO,NA,NO,NO,3,
399,2022.0_Executive functions and mathematical competence in Chinese preschool children: A meta-analysis and review.pdf,NO,NA,NA,NA,NA,NA,NA,3,
400,2020.0_Increases in HIV incidence following receptive anal intercourse among women: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
401,2019.0_Auditory and visual hallucination prevalence in Parkinson's disease and dementia with Lewy bodies: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
402,2018.0_Effects of fear of crime on subjective well-being: A meta-analytic review.pdf,NO,NA,NA,NA,NA,NA,NA,3,
403,2023.0_Interventions involving caregivers for children and adolescents following traumatic events: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
404,2019.0_Defending behavior of peer victimization in school and cyber context during childhood and adolescence: A meta-analytic review of individual and peer-relational Â.pdf,YES,NO,NA,NO,NA,NO,NO,3,
405,2022.0_5-HTR2A Polymorphisms rs6311 and rs6313 and Major Depressive Disorder: A Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
406,2022.0_Â adding short-term psychodynamic psychotherapy to antidepressants in the treatment of depression? A systematic review and meta-analysis of individual participant Â.pdf,YES,NO,NA,NO,NA,NO,NO,3,
407,2020.0_When poignant stories outweigh cold hard facts: A meta-analysis of the anecdotal bias.pdf,YES,NO,NA,NO,NA,NO,NO,3,
408,2021.0_Does economic globalization affect government spending? A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
409,2021.0_Efficacy of a low-FODMAP diet in adult irritable bowel syndrome: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
410,2018.0_What are the effects of self-regulation phases and strategies for Chinese students? A meta-analysis of two decades research of the association between self .pdf,NO,NA,NA,NA,NA,NA,NA,3,
411,2023.0_Association Between Social Media Use and Loneliness of the Elderly: A Meta-Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
412,2018.0_The nature and efficacy of culturally-adapted psychosocial interventions for schizophrenia: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
413,2020.0_Application of Health Belief Model on Breast Self-Examination: A Meta-Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
414,2018.0_Physical activity and suicidal ideation: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
415,2022.0_The relationship of trauma-related guilt with PTSD symptoms in adult trauma survivors: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
416,2021.0_Winners and Losers of Telework?: A Meta-analysis of the Predictive Validity of Teleworker's Personality for Performance.pdf,YES,NO,NA,NO,NA,NO,NO,3,
417,2020.0_Intellectual giftedness and multidimensional perfectionism: A meta-analytic review.pdf,YES,NO,NA,NO,NA,NO,NO,3,
418,2018.0_Emotion regulation in current and remitted depression: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
419,2022.0_Personality stability and change: A meta-analysis of longitudinal studies..pdf,YES,NO,NA,NO,NA,NO,NO,3,
420,2021.0_Homologous recombination deficiency in pancreatic cancer: a systematic review and prevalence meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
421,2021.0_Memory and comprehension of narrative versus expository texts: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
422,2022.0_Symptom improvement and remission in untreated adults seeking treatment for obsessive-compulsive disorder: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
423,2021.0_Sex-specific differences in running injuries: a systematic review with meta-analysis and meta-regression.pdf,NO,NA,NA,NA,NA,NA,NA,3,
424,2021.0_Meta-analysis of clinical trials of osteoarthritis treatment effectiveness with Chondroguard.pdf,NO,NA,NA,NA,NA,NA,NA,3,
425,2023.0_HPA axis dysfunction in women with premenstrual syndrome: A meta-analysis based on cortisol levels.pdf,YES,NO,NA,NO,NA,NO,NO,3,
426,2021.0_Therapeutic Effect of Botulinum Toxin a on Children with Spastic Cerebral Palsy: Meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
427,2018.0_The jingle-jangle of workÂnonwork balance: A comprehensive and meta-analytic review of its meaning and measurement..pdf,YES,NO,NA,NO,NA,NO,NO,3,
428,2023.0_Mixed comparison of interventions for different exercise types on students with Internet addiction: a network meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
429,2020.0_Cognitive and academic benefits of music training with children: A multilevel meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
430,2019.0_Shyness and social media use: A meta-analytic summary of moderating and mediating effects.pdf,YES,NO,NA,NO,NA,NO,NO,3,
431,2019.0_The relationship between executive functions and academic performance in primary education: Review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
432,2022.0_Developing A Framework in Higher Education for Teachers-Instructor Roles and Competencies that are Related to the 21st Century: Meta-Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
433,"2021.0_Systematic review and meta?analysis of therapeutic alliance, engagement, and outcome in psychological therapies for psychosis.pdf",YES,NO,NA,NO,NA,NO,NO,3,
434,2022.0_Humble leadership and its outcomes: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
435,2021.0_Ultra-processed foods and nutritional dietary profile: a meta-analysis of nationally representative samples.pdf,YES,NO,NA,NO,NA,NO,NO,3,
436,2021.0_Aging and altruism: A meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
437,2021.0_Virtual and augmented reality enhancements to medical and science student physiology and anatomy test performance: A systematic review and meta?analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
438,2020.0_Use of illicit substances and violent behaviour in psychotic disorders: two nationwide case-control studies and meta-analyses.pdf,YES,NO,NA,NO,NA,NO,NO,3,
439,2021.0_Transcranial magnetic stimulation neurophysiology of patients with major depressive disorder: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
440,2022.0_Associations of cardiorespiratory fitness and exercise with brain white matter in healthy adults: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
441,2021.0_Â of behaviour change interventions on changes in physical activity and anthropometrics in ambulatory hospital settings: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
442,2023.0_The Effectiveness of Mobile Phone Text Messages on the Adherence of Antiretroviral Drug Taking in Patients Living with HIV-AIDS: A Meta-Analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
443,"2022.0_Multimodal meta-analysis of structural gray matter, neurocognitive and social cognitive fMRI findings in schizophrenia patients.pdf",YES,NO,NA,NO,NA,NO,NO,3,
