Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
25,"MJ McClellan, R Osbaldiston, R Wu…","The effectiveness of telepsychology with veterans: A meta-analysis of services delivered by videoconference and phone.",2022,"Psychological …","psycnet.apa.org","https://psycnet.apa.org/record/2021-13572-001","https://scholar.google.com/scholar?cites=9413858989339820576&as_sdt=2005&sciodt=0,5&hl=en",532,"2023-07-31 18:46:22","","","","",,,,,25,25.00,6,4,1,"… Overall, the results of this meta-analysis suggest that telepsychology is comparable to FTF therapy for veterans dealing with a variety of psychological conditions. The pre–post …","https://www.researchgate.net/profile/Rongxiu-Wu-2/publication/349047540_The_effectiveness_of_telepsychology_with_veterans_A_meta-analysis_of_services_delivered_by_videoconference_and_phone/links/617c16d50be8ec17a946e88e/The-effectiveness-of-telepsychology-with-veterans-A-meta-analysis-of-services-delivered-by-videoconference-and-phone.pdf","https://scholar.google.com/scholar?q=related:IMI3wd--pIIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
13,"A van Stekelenburg, G Schaap, H Veling…","Scientific-consensus communication about contested science: A preregistered meta-analysis",2022,"Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/09567976221083219","https://scholar.google.com/scholar?cites=14512986073803682994&as_sdt=2005&sciodt=0,5&hl=en",533,"2023-07-31 18:46:22","","10.1177/09567976221083219","","",,,,,13,13.00,3,4,1,"… the three articles from the reference-list search to articles from the database search resulted in a total of 33 articles containing 43 experiments that were included in this meta-analysis. …","https://journals.sagepub.com/doi/pdf/10.1177/09567976221083219","https://scholar.google.com/scholar?q=related:snRC5_B7aMkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
5,"KT Sverre, ER Nissen, I Farver-Vestergaard…","… -based therapy and cognitive-behavioral therapy for depression in head-to-head randomized controlled trials: A systematic review and meta-analysis of …",2022,"Clinical Psychology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272735822001192","https://scholar.google.com/scholar?cites=11742124106121880136&as_sdt=2005&sciodt=0,5&hl=en",536,"2023-07-31 18:46:22","HTML","","","",,,,,5,5.00,1,4,1,"… In the present systematic review and meta-analysis, we examined the relative efficacy of … We identified a total of 30 studies, and when subjecting the data to meta-analysis, we found no …","https://www.sciencedirect.com/science/article/pii/S0272735822001192","https://scholar.google.com/scholar?q=related:SCLyfaln9KIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
35,"NJ Shipley, CJ van Riper","Pride and guilt predict pro-environmental behavior: A meta-analysis of correlational and experimental evidence",2022,"Journal of Environmental Psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272494421002061","https://scholar.google.com/scholar?cites=11742796311190827207&as_sdt=2005&sciodt=0,5&hl=en",539,"2023-07-31 18:46:22","","","","",,,,,35,35.00,18,2,1,"… We report on results from the first meta-analysis that has evaluated the associations of pride and guilt in relation to pro-environmental behavior over a 30-year period. An analysis of 23 …","https://www.sciencedirect.com/science/article/am/pii/S0272494421002061","https://scholar.google.com/scholar?q=related:x_BLbgfL9qIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
2,"A Koutsoumpis, JK Oostrom, D Holtrop…","The kernel of truth in text-based personality assessment: A meta-analysis of the relations between the Big Five and the Linguistic Inquiry and Word Count (LIWC).",2022,"Psychological …","psycnet.apa.org","https://psycnet.apa.org/record/2023-55252-004","https://scholar.google.com/scholar?cites=16265918094171733906&as_sdt=2005&sciodt=0,5&hl=en",541,"2023-07-31 18:46:22","","","","",,,,,2,2.00,1,4,1,"… , a meta-analysis of studies … meta-analysis is to identify the linguistic markers of personality, and since a large number of LIWC studies has already been accumulated, we opted to meta…","https://psycnet.apa.org/journals/bul/148/11-12/843.pdf","https://scholar.google.com/scholar?q=related:kn-0fFMmvOEJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
16,"C Samamé, BL Cattaneo, MC Richaud…","The long-term course of cognition in bipolar disorder: a systematic review and meta-analysis of patient-control differences in test-score changes",2022,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/longterm-course-of-cognition-in-bipolar-disorder-a-systematic-review-and-metaanalysis-of-patientcontrol-differences-in-testscore-changes/E2FFAFF3A1B1E0780EDE1155CC1CBFC0","https://scholar.google.com/scholar?cites=7759801011296987773&as_sdt=2005&sciodt=0,5&hl=en",552,"2023-07-31 18:46:22","","","","",,,,,16,16.00,4,4,1,"… and only made it possible to perform meta-analyses for four cognitive … In a subsequent meta-analysis including a larger number of … In addition, this meta-analysis compared longitudinal …","https://research.rug.nl/files/200955756/the_long_term_course_of_cognition_in_bipolar_disorder_a_systematic_review_and_meta_analysis_of_patient_control_differences_in_test_score_changes.pdf","https://scholar.google.com/scholar?q=related:feoSFuhZsGsJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
7,"A Parandeh, S Ashtari, F Rahimi-Bashar…","Prevalence of burnout among health care workers during coronavirus disease (COVID-19) pandemic: A systematic review and meta-analysis.",2022,"… Psychology …","psycnet.apa.org","https://psycnet.apa.org/record/2023-01998-001","https://scholar.google.com/scholar?cites=12611654632476271090&as_sdt=2005&sciodt=0,5&hl=en",561,"2023-07-31 18:46:22","","","","",,,,,7,7.00,2,4,1,"… The aim of this systematic review and meta-analysis study was to estimate the pooled prevalence of burnout among health care workers (HCWs), who worked in health centers during …","https://cectresourcelibrary.info/wp-content/uploads/2021/07/Parandeh-et-al_Prevalence-of-burnout-among-health-care-workers-during-covid-19-pandemic.pdf","https://scholar.google.com/scholar?q=related:8mGonhGZBa8J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
6,"US Tran, L Birnbaum, MA Burzler…","… interventions and nonmindfulness controls on self-reported mental health: A preregistered systematic review and three-level meta-analysis of 146 randomized …",2022,"Psychological …","psycnet.apa.org","https://psycnet.apa.org/record/2022-61115-004?doi=1","https://scholar.google.com/scholar?cites=5869559368375851400&as_sdt=2005&sciodt=0,5&hl=en",565,"2023-07-31 18:46:22","","","","",,,,,6,6.00,2,4,1,"… This meta-analysis suggests that increases in self-reported mindfulness may explain the treatment efficacy of various mindfulness-based interventions, but also of nonmindfulness-…","","https://scholar.google.com/scholar?q=related:iNkbtCXddFEJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
15,"PY Pan, U Jonsson, SSŞ Çakmak, A Häge…","Headache in ADHD as comorbidity and a side effect of medications: a systematic review and meta-analysis",2022,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/headache-in-adhd-as-comorbidity-and-a-side-effect-of-medications-a-systematic-review-and-metaanalysis/86B4FF59071AE58B9730EE3D665914A8","https://scholar.google.com/scholar?cites=4674826559547325546&as_sdt=2005&sciodt=0,5&hl=en",568,"2023-07-31 18:46:22","","","","",,,,,15,15.00,3,5,1,"… Despite that the sample in this meta-analysis included participants with a diverse range of comorbidities, all estimates except one fitted within the triangular region of the funnel plot, …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/86B4FF59071AE58B9730EE3D665914A8/S0033291721004141a.pdf/headache_in_adhd_as_comorbidity_and_a_side_effect_of_medications_a_systematic_review_and_metaanalysis.pdf","https://scholar.google.com/scholar?q=related:ajxh1PxR4EAJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
4,"D Virga, A Rusu, Z Pap, L Maricuțoiu…","Effectiveness of strengths use interventions in organizations: A pre‐registered meta‐analysis of controlled trials",2022,"… Psychology","Wiley Online Library","https://iaap-journals.onlinelibrary.wiley.com/doi/abs/10.1111/apps.12451","https://scholar.google.com/scholar?cites=14807970710322125534&as_sdt=2005&sciodt=0,5&hl=en",569,"2023-07-31 18:46:22","","10.1111/apps.12451","","",,,,,4,4.00,1,5,1,"… This meta-analysis aims to clarify where we stand and where we are heading regarding the … Random-effects meta-analyses revealed a weak but significant effect for increasing …","","https://scholar.google.com/scholar?q=related:3pojsed6gM0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
10,"C Flückiger, K Carratta, AC Del Re…","… relative efficacy of bona fide cognitive behavioral therapy and applied relaxation for generalized anxiety disorder at follow-up: A longitudinal multilevel meta-analysis.",2022,"… Clinical Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2022-44192-001","https://scholar.google.com/scholar?cites=14044458415834364767&as_sdt=2005&sciodt=0,5&hl=en",570,"2023-07-31 18:46:22","","","","",,,,,10,10.00,3,4,1,"… Objective: This meta-analysis examined the relative efficacy of bona fide psychotherapy … Results: In total, 54 repeated effect sizes nested in 23 studies were included in this meta-analysis…","","https://scholar.google.com/scholar?q=related:X3uNuoTw58IJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
5,"S Amoretti, FD Rabelo-da-Ponte, M Garriga…","Obstetric complications and cognition in schizophrenia: a systematic review and meta-analysis",2022,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/obstetric-complications-and-cognition-in-schizophrenia-a-systematic-review-and-metaanalysis/6DBC3DF46466769988A391F480EA89BB","https://scholar.google.com/scholar?cites=5262669261512664912&as_sdt=2005&sciodt=0,5&hl=en",573,"2023-07-31 18:46:22","","","","",,,,,5,5.00,1,4,1,"… The main findings of the present meta-analysis indicate that patients with SZ and OCs have … To the best of our knowledge, this is the first systematic review and meta-analysis of the …","https://drive.google.com/file/d/1tBElOty57DmV4fYc36u5BOiUXFKnL6xR/view","https://scholar.google.com/scholar?q=related:UGfUfs_BCEkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
38,"V White, J Linardon, JE Stone…","… reduce symptoms of depression, anxiety, and general distress in those with chronic health conditions: A systematic review and meta-analysis of randomized controlled …",2022,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/online-psychological-interventions-to-reduce-symptoms-of-depression-anxiety-and-general-distress-in-those-with-chronic-health-conditions-a-systematic-review-and-metaanalysis-of-randomized-controlled-trials/582E237310147765B5E17DDDEBD2C518","https://scholar.google.com/scholar?cites=2019719797867633222&as_sdt=2005&sciodt=0,5&hl=en",574,"2023-07-31 18:46:22","","","","",,,,,38,38.00,10,4,1,"… Seventy studies were included in the systematic review with 63 (90%) included in the meta-analysis. The number of papers included/excluded at each stage are shown in online …","","https://scholar.google.com/scholar?q=related:Rlq5iXR8BxwJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
12,"SK Morsy, S Aybek, A Carson, TR Nicholson…","The relationship between types of life events and the onset of functional neurological (conversion) disorder in adults: a systematic review and meta-analysis",2022,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/relationship-between-types-of-life-events-and-the-onset-of-functional-neurological-conversion-disorder-in-adults-a-systematic-review-and-metaanalysis/C8826AE461F07F21D87F44194847B4F9","https://scholar.google.com/scholar?cites=11663017205269931841&as_sdt=2005&sciodt=0,5&hl=en",581,"2023-07-31 18:46:22","","","","",,,,,12,12.00,2,5,1,"… We aimed to build on our previous meta-analysis (Ludwig et al., 2018) by systematically analysing all studies of FND that considered the type of preceding stressors with a view to …","","https://scholar.google.com/scholar?q=related:QSdi2Vpc26EJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
3,"J Delgadillo, AK Deisenhofer, T Probst…","Progress feedback narrows the gap between more and less effective therapists: A therapist effects meta-analysis of clinical trials.",2022,"… Clinical Psychology","psycnet.apa.org","https://psycnet.apa.org/record/2022-86096-002","https://scholar.google.com/scholar?cites=17910517273340269988&as_sdt=2005&sciodt=0,5&hl=en",583,"2023-07-31 18:46:22","","","","",,,,,3,3.00,1,4,1,"… between-group effect sizes in meta-analysis (Higgins &Green, 2011… However, literature in the field of meta-analysis indicates that … We, therefore, only used meta-analysis to describe the …","","https://scholar.google.com/scholar?q=related:pNXx7JDwjvgJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
8,"X Yang, Y Su, F Yang, Y Song, J Yan, Y Luo…","Neurofunctional mapping of reward anticipation and outcome for major depressive disorder: a voxel-based meta-analysis",2022,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/neurofunctional-mapping-of-reward-anticipation-and-outcome-for-major-depressive-disorder-a-voxelbased-metaanalysis/F51041C0CB0CBA1B0278EBF05E6EDB69","https://scholar.google.com/scholar?cites=17170280357336167439&as_sdt=2005&sciodt=0,5&hl=en",584,"2023-07-31 18:46:22","","","","",,,,,8,8.00,1,7,1,"… Both meta-analysis studies were performed across relatively … a voxel-based meta-analysis to investigate the neural … the MID task in our present meta-analysis. We further examined the …","","https://scholar.google.com/scholar?q=related:D7TjUAMXSe4J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
